word,count,pos,neg
sr,289,193,43
foothil,105,72,20
atlant,664,477,82
oxymoron,152,81,43
zada,159,82,34
grandkid,157,110,40
pun,1173,721,197
alo,240,187,23
enttuschung,109,19,75
dandelion,219,159,36
blimpi,108,68,24
greasiest,159,27,104
cough,1082,471,401
pao,2711,1614,668
thick,24701,14916,4860
aplenti,165,114,13
filipino,4535,2950,712
mallorca,137,70,29
enfant,127,73,26
tagliatel,596,406,81
pull,29755,17442,7548
peet,101,76,7
flier,173,81,60
thisit,109,64,30
hereon,138,77,35
eric,1175,950,131
loooov,318,254,19
gegessen,915,567,223
biker,532,293,137
joann,163,128,22
itemsth,208,138,29
zeit,959,517,259
priceth,544,304,124
shaft,176,94,50
circl,2305,1289,598
shatter,511,253,147
ebenso,299,173,68
carmel,1832,1411,182
blah,5152,1317,2697
bluntli,128,15,88
perri,181,126,29
artistri,182,155,11
illus,325,151,101
manchu,120,44,45
earnest,151,97,35
midwood,674,527,54
spicyth,163,109,24
quesidilla,148,96,33
goodtheir,166,128,7
horn,380,230,96
privaci,1219,787,198
cacciator,159,107,21
unsuccess,253,117,92
doggi,1113,799,161
serv,185965,107252,46590
carousel,163,103,31
limon,262,178,42
vegasmi,129,106,12
toooo,164,76,49
canh,132,85,17
chao,1569,783,500
slot,2478,1391,556
compadr,147,90,21
latk,498,329,67
blood,3586,2197,845
crap,8280,3027,4244
porn,339,234,53
oat,455,331,71
steve,1721,1249,282
cuke,155,94,25
pepperoni,10864,7129,2083
scott,1043,772,175
favoritei,120,100,9
volleybal,337,194,77
commod,119,57,38
bufala,244,191,18
nachfragen,112,35,48
twirl,155,83,48
duff,193,111,39
foodstuff,118,83,15
colleg,7938,4579,1753
traditionalist,149,109,10
lowkey,775,609,42
knusprig,215,145,45
mindi,156,110,25
scroll,327,198,74
reign,366,253,47
zinger,141,95,28
stck,249,110,80
asianinspir,134,95,13
hoi,139,91,20
tame,425,271,51
porgi,101,79,10
hereservic,166,96,38
bombero,118,96,6
pineappl,11200,8029,1446
hemingway,130,77,20
allein,264,154,66
soulless,128,53,52
mimic,226,127,54
bordeaux,212,173,20
deutlich,343,123,113
hover,1677,923,434
meatth,317,162,82
timelin,111,52,48
snotti,764,215,425
ajo,272,181,54
cajuncreol,112,74,19
lahor,110,60,27
therebi,116,64,31
sir,1236,561,502
tyson,128,49,55
meltdown,140,81,36
rose,4023,2907,555
whine,474,311,108
breakfastbrunch,1212,929,100
thinli,2624,1714,425
method,1248,717,304
nongmo,201,156,18
standard,31667,16331,7156
kaya,532,347,83
din,4253,2653,993
lola,1746,1255,239
leben,113,64,34
sakana,732,513,151
fargo,103,58,26
dustin,124,106,12
dufferin,207,131,32
midst,534,353,90
modestli,190,144,17
maam,234,67,123
rollatini,108,75,18
jesu,964,650,205
pathway,101,56,25
plaza,6837,4630,862
cali,2486,1748,390
watermelon,3828,2841,399
secret,7947,6654,556
snobberi,158,91,41
adequ,3989,1653,1193
absinth,449,367,31
brocoli,154,81,44
sadden,618,226,284
optioni,113,65,16
franc,1744,1375,181
floppi,371,133,152
kirin,374,281,46
satisfi,29925,22091,3076
sunda,3221,2033,579
stay,52743,28657,15564
stripper,579,315,162
repres,2257,1167,735
lon,483,322,66
shopper,403,226,88
oneit,117,71,24
loav,355,245,57
laughter,369,264,63
below,1521,792,433
markup,372,171,126
etwa,4552,2657,823
prop,2304,1393,424
frida,130,73,41
lemoncello,130,96,9
boggl,249,120,88
oignon,111,84,10
outlaw,194,155,18
selv,242,123,89
gotten,15097,7427,4966
hwaro,120,91,13
galement,295,237,13
westsid,593,447,64
nat,111,52,35
cart,11251,7010,2168
bichen,102,62,12
consomm,181,114,27
portray,200,69,84
waitw,172,89,51
entre,54492,32634,11815
bouteil,165,94,33
kayla,185,141,35
huckleberri,195,149,17
residenti,654,505,55
joon,110,54,32
celeri,2882,1604,738
miranda,104,83,12
siam,1357,1023,170
grow,5109,3338,945
choisi,188,129,19
withi,156,89,39
stagioni,133,86,19
invent,2397,1826,236
parallax,102,73,17
reus,418,147,214
addin,195,141,22
erni,143,120,14
notepad,102,35,44
manor,180,102,56
puf,429,239,127
plat,2391,1639,288
neuen,213,124,46
chicken,333792,204563,71234
drug,845,351,364
gondola,239,183,19
outoftown,1167,803,177
howard,246,176,45
oftenth,105,71,11
play,36319,22554,7280
zwar,932,463,239
ponytail,143,40,87
situ,264,176,22
interact,4041,2324,1083
wella,192,140,24
frisat,153,118,12
halwa,165,106,33
dull,1337,442,578
tiradito,102,80,4
okada,123,100,11
saladi,314,178,62
concordia,138,99,14
carpet,1727,545,831
seafoodi,108,72,13
greatbut,257,102,91
paid,27071,7428,14941
welch,537,312,131
piedmont,103,66,19
wintermelon,141,99,19
shotth,101,45,26
district,3936,2599,646
plagu,640,180,387
pennsylvania,234,168,39
amplifi,183,94,49
hut,3967,2016,1335
dessert,115419,80443,15918
lucil,709,402,173
swallow,1269,380,622
kimberli,159,112,32
anxiou,904,492,248
lateri,179,91,61
superfici,110,58,39
dupont,129,80,20
ef,530,293,181
forc,5871,2171,2769
pinto,957,635,190
dunkin,584,356,140
gard,193,144,25
cest,4375,2938,522
reveng,121,66,45
asu,1886,1310,283
newcom,367,256,49
liter,27393,12569,11012
chalk,1661,789,539
judgement,841,343,332
couli,237,181,22
mehrer,203,128,45
gemacht,622,323,183
sharp,1904,1184,402
overpaid,138,29,77
philipp,402,302,56
midori,119,81,17
triangl,823,511,165
deli,10794,7167,1819
greatest,4674,2936,778
abnorm,220,108,68
plz,116,54,53
sword,297,190,47
volo,155,118,15
dalla,691,487,135
hourth,171,102,36
selectionth,161,103,21
scottsdal,16197,11597,2594
sidesth,103,73,16
doeuvr,171,126,29
quail,2153,1637,208
oka,102,35,29
passag,296,198,53
kho,148,100,24
tsukemen,107,70,7
planet,3907,2527,720
peel,2266,1227,588
yuma,106,94,4
burrito,48474,28918,11500
goddess,385,309,42
baggi,148,83,39
saute,3689,2598,475
woodbin,131,79,20
servicegreat,180,159,8
escap,2379,1703,364
unforgiv,295,53,184
beverli,497,322,102
corn,38129,25856,6055
hte,187,119,36
await,1318,820,309
hyper,229,148,41
frost,2399,1660,384
goodther,205,123,34
brixx,251,137,43
mmmmmm,595,542,17
goof,347,133,152
certif,2571,1097,1080
valley,15774,12036,2106
fortement,124,106,10
foot,4897,2248,1824
pen,1044,408,458
appear,17423,7274,6566
madison,9037,6778,1191
julep,293,214,21
restauranti,851,444,250
gebracht,312,160,98
wonka,132,106,11
salesman,119,57,42
formid,103,82,9
itthen,124,42,67
sho,248,200,25
broker,195,117,51
hereit,387,232,92
haben,3964,2157,1090
natur,8133,5461,1306
plaintain,174,117,32
piano,1480,1041,182
disclos,296,100,141
zgig,260,166,39
experienceit,138,94,24
gummi,1067,373,469
reco,105,84,8
test,3971,2550,777
nou,3588,2040,803
sampler,6638,4635,944
il,5449,3501,871
overcharg,1498,211,1070
jail,174,60,96
hangri,532,261,149
advisor,163,109,34
pair,15084,12150,1179
hell,12347,6061,4500
accept,11061,4262,4511
escal,957,534,231
carver,251,137,71
slush,1126,722,214
ging,389,161,161
land,4261,2739,817
geschmack,959,507,239
waiterwaitress,557,270,166
knowingli,101,26,58
amam,191,133,30
frozen,21341,7427,9912
regent,228,164,30
milanesa,128,93,19
eon,110,56,34
saq,109,77,9
hey,9979,5648,2431
econom,741,462,140
cb,312,176,73
analog,147,82,39
guid,2217,1689,274
mac,34672,22898,6037
reggiano,328,242,40
substitut,7409,4061,1990
springi,184,116,20
ana,164,115,33
premix,292,104,120
grapevin,126,72,21
preach,104,56,31
onew,155,93,40
schtick,104,41,36
safer,250,106,91
deathli,135,59,53
fond,2527,1635,395
frugal,264,154,55
playoff,638,353,170
alley,2160,1368,422
proud,2104,1585,333
impact,733,371,187
thief,113,32,75
boyfriend,36549,22586,8680
antipasti,861,597,104
besuch,1434,874,308
aid,866,556,183
cheapen,148,54,57
apptit,129,104,8
cartel,774,618,89
thunder,277,165,67
union,1181,729,212
met,12306,8241,2244
relent,127,47,59
benefici,114,59,27
kri,199,155,19
rubbish,188,49,115
etern,584,219,241
greater,1562,1040,260
fax,195,83,86
marnier,447,332,55
asiatiqu,103,69,16
drinksw,157,87,34
baron,132,70,39
faux,1196,634,320
same,9379,4149,3175
graini,850,340,313
eras,345,146,139
back,453041,261799,124968
momandpop,223,152,30
multitask,256,114,90
tm,101,53,24
toilet,3050,852,1625
deliciousfor,188,160,7
freshli,11254,8440,1222
nosh,1044,734,129
coulda,189,84,68
silken,116,78,21
learn,11055,5819,3585
adventur,6515,5086,574
job,28655,17010,7409
overpow,6374,3744,1197
fishth,143,77,31
fini,113,69,24
unagi,1606,1001,288
dismay,751,244,344
outgo,770,600,79
medic,653,318,256
eas,1571,1150,195
automat,3108,1229,1263
gritti,977,372,386
clean,81267,53274,15104
datenight,139,101,12
afterthought,682,311,219
mucha,144,111,17
ca,4249,2727,817
poboy,1235,868,191
apolog,20381,4269,13495
pittsburg,254,163,51
sakura,239,117,67
klar,246,118,70
paint,4833,3008,943
wth,861,274,443
jjanga,318,245,41
ronci,115,77,16
argentinian,241,197,17
suffici,1632,933,323
certifi,531,377,89
descript,6358,3214,1795
erklrt,136,70,36
amusebouch,265,202,30
overpay,272,77,132
kumquat,139,119,8
mew,317,175,74
sentiment,486,242,141
roller,806,486,164
oneoff,223,96,68
offic,8763,4838,2526
roll,136529,85459,27412
might,49638,26454,12081
tamba,120,84,31
lavend,1066,813,72
fusilli,117,74,17
dipper,374,243,55
roaster,405,325,40
ray,1499,952,344
insert,851,469,228
palazzo,1661,1056,298
tara,247,204,28
chad,294,230,49
commend,767,481,136
lebowski,193,139,14
cheryl,127,98,19
loom,131,69,33
pizzazz,148,63,33
get,567923,319771,150464
foodfor,138,85,24
profit,1254,512,518
inform,16304,7222,6830
windmil,157,97,38
ketel,128,69,32
beid,476,298,86
yuca,485,353,70
sweetsour,182,116,29
badi,428,135,185
yelpi,201,125,38
explod,1311,973,194
reciept,121,25,82
odor,731,164,409
terrac,1830,1255,245
southpoint,162,94,37
hash,16922,10650,3257
smother,4162,2522,957
color,11604,6754,2854
away,86226,44827,27486
tooit,220,174,15
standout,2799,2030,207
drei,510,236,115
marguerita,126,90,26
rub,4125,2575,776
shaki,219,114,54
shiver,183,63,77
vogu,183,114,43
lifetim,896,569,217
easier,3709,2476,613
bone,17998,11408,3614
yadda,138,82,39
suspici,673,210,336
phx,2258,1765,244
tooand,129,100,18
ambient,2871,1940,408
loco,2286,1481,413
sandwichth,358,202,77
older,7831,3816,2327
staffi,264,167,60
medicin,446,230,132
porkbelli,160,112,18
irvin,245,106,107
jc,166,102,28
flu,283,122,125
cake,56749,39375,8418
damit,391,169,139
infam,1115,749,137
flake,2619,1548,580
indic,4746,1904,1960
tortellini,1221,844,217
too,88965,69160,9698
honk,150,62,66
beppo,265,116,92
mapo,320,174,71
ctait,814,466,136
major,11436,5297,3583
yah,421,256,103
urchin,857,647,105
cushion,841,477,174
martin,630,488,76
meinung,403,215,107
microphon,192,85,80
wan,314,209,61
avi,229,147,35
sala,246,185,32
indonesian,386,261,54
as,15781,9291,3594
autom,216,89,85
albertson,340,153,139
clumsi,248,85,95
hk,1740,981,268
black,32264,20113,6909
irresist,360,320,10
toni,2523,1881,383
fatti,8672,4638,2235
passionfruit,289,217,18
californian,440,300,64
pound,8066,5202,1573
viva,1102,854,108
formerli,778,496,151
chiller,148,88,29
tournament,771,502,158
chewier,234,144,36
injuri,634,52,527
kha,1022,756,132
saliv,1223,1030,75
overwork,539,130,261
calf,117,90,16
nurs,990,486,333
quintessenti,506,385,51
see,134593,73472,36552
greg,433,346,47
societi,641,403,129
stripth,196,131,23
blossom,1388,1049,147
swine,133,84,28
sun,7248,4924,1070
bottomless,3277,2288,433
darn,5571,4004,608
frisco,837,582,147
chandeli,1446,1070,135
popul,960,555,229
mezza,167,127,15
dcouvrir,194,168,6
buldogi,166,133,12
alten,257,165,52
licoric,126,78,21
cactu,1119,720,206
court,6932,3549,1596
besitz,151,70,61
canoli,368,306,35
ordinari,4067,1919,1009
susur,232,133,46
sass,160,88,49
breadstick,2179,1159,620
duel,152,85,25
selfi,190,107,42
reach,5149,2327,1858
elixir,145,120,11
alla,1088,755,133
awsom,695,624,32
circo,119,75,16
cognac,325,249,33
doch,1466,676,448
candi,7207,5164,877
bracket,102,65,17
tidbit,275,191,49
condit,2685,1151,1057
publish,179,86,62
encas,295,186,54
canopi,159,111,26
att,147,72,29
channel,1915,966,575
warum,253,78,107
translat,1595,938,337
sollen,129,44,67
negro,139,89,21
windi,848,606,103
tabbouleh,510,367,64
slogan,258,135,76
kompet,116,100,7
gigi,122,98,17
spous,748,413,213
rare,29225,17412,6896
stamp,1841,1161,428
accost,117,32,63
chillin,148,95,27
wellseason,780,593,35
mochi,2306,1761,222
dani,101,78,11
hendrick,181,134,20
nonsmok,523,231,176
vanish,338,121,154
volum,3434,1866,880
flippin,234,170,38
hier,5047,3335,888
decant,308,197,68
hurl,105,31,47
wynnencor,147,98,20
mississauga,2144,1429,361
fung,328,191,69
modelo,317,209,49
wear,8538,4251,2760
polic,1050,365,580
salvadorian,227,177,22
craftsteak,669,447,107
salt,32240,15817,9870
uncommon,527,338,95
uneasi,266,80,131
finch,469,265,76
cascad,108,85,10
travelzoo,312,167,97
szechuan,1592,1092,260
develop,1837,1143,394
esp,1519,953,254
thereand,157,76,54
halfway,2681,1025,1109
awesometh,551,470,22
geschlossen,105,52,32
schnitzel,2930,1939,512
patrol,119,66,35
alicia,148,110,27
dressingth,125,70,31
acorn,151,122,17
nervou,1973,1360,329
paltri,184,57,82
sinon,150,93,21
tanzi,133,82,28
vai,339,217,42
cheeseburg,8331,4781,1949
lori,157,123,22
bourguignon,238,165,29
angel,4910,3485,710
gordon,4145,2259,1172
friesmi,116,69,25
shield,132,77,33
fatter,133,87,21
zesti,915,723,66
wiggl,127,65,36
movi,10255,5997,2370
emphat,106,59,37
restaurantit,233,135,57
fascin,611,415,90
wildflow,534,367,85
saidi,134,63,47
gerichten,308,218,47
give,175442,84725,55189
bubba,385,231,83
spartan,326,209,39
chaotic,1041,489,312
tsao,219,128,57
dude,5394,2784,1664
sidedish,115,72,17
markham,2192,1292,387
corp,194,75,95
minh,117,82,13
cardboard,2052,536,1247
mlang,184,130,17
substandard,612,78,456
pasadena,104,82,10
wild,7497,5046,1299
fund,426,225,138
pictur,19331,11293,4887
einstein,820,351,338
pal,903,600,132
june,1520,854,463
ronald,314,252,35
shareth,147,92,23
hawaii,3366,2607,342
ihn,241,100,82
beaten,1653,1360,131
identifi,1193,545,427
pigeon,394,232,88
mur,158,116,13
tidi,752,514,97
belveder,105,71,16
leon,152,120,12
lilli,116,71,22
barw,194,110,55
defint,294,227,31
laurel,170,75,64
danc,12787,7289,2834
skew,470,265,88
immer,3864,2874,479
unintent,150,95,28
ro,377,250,76
thirsti,1861,884,580
grime,180,34,111
watcher,169,109,27
stellt,140,71,39
environ,15527,11142,2016
calori,5683,3704,967
elast,176,113,44
takeout,18992,11324,4123
greed,145,31,94
rustic,3541,2681,297
bronz,379,306,36
mahal,304,234,36
mahalo,182,162,8
caucasian,508,163,258
nom,3363,2922,120
potatoesth,137,83,25
deceiv,1229,629,396
reviewsth,123,58,37
trough,291,147,93
allerg,2148,996,850
unrip,187,28,106
zuchinni,139,95,24
cheeseit,110,74,21
classier,452,262,81
chaser,160,117,19
cling,144,80,43
eclips,136,83,30
mobster,138,102,11
gehoben,265,187,28
wellpric,406,323,22
cruel,162,70,74
amid,143,98,28
accommod,21868,16224,2972
hanker,1271,790,179
berfordert,247,77,111
pierc,433,211,165
teeth,1946,864,750
ordnung,715,338,172
babysitt,151,83,39
greasi,26897,12380,8763
cooki,19206,13762,2578
sparkli,188,138,21
gf,6909,4359,1449
acai,1365,992,202
tendr,109,98,1
magnet,205,130,43
kulinarisch,113,68,24
assert,235,131,67
biali,201,139,32
gutschein,226,87,102
empfohlen,172,121,28
jerk,7985,5136,1548
follow,17503,10417,4575
decorum,132,78,32
outstand,24542,20806,1313
brit,261,173,44
number,22442,12032,6479
track,3388,1704,1065
farth,135,97,12
trivial,198,116,52
wort,206,90,74
keel,122,68,32
stray,1025,697,174
patient,7862,5402,1549
gaze,398,257,90
aisl,964,435,320
intellig,442,232,160
meint,145,29,82
rep,564,262,211
fussi,700,457,130
daran,213,100,50
dryness,348,127,123
turkish,1896,1502,168
prompt,12239,8908,1395
pearl,1582,1055,236
win,8097,5833,1045
addit,28694,18053,5865
pomodoro,547,344,98
flown,669,508,89
courtyard,1283,891,207
yield,433,253,95
raku,967,803,68
cleaner,2114,1116,555
uned,241,15,194
quit,101036,59276,17636
gentleman,5202,2835,1675
gestaltet,135,96,15
van,938,634,173
mile,10845,6652,2863
waaaaay,267,100,112
shuffl,739,370,222
cavern,353,172,88
disclosur,573,354,128
anger,418,67,290
waaay,457,160,179
meltinyourmouth,769,661,35
type,44415,27393,8323
ashley,978,765,148
paus,822,416,267
lime,10873,7296,1755
sandal,180,91,65
handlebar,106,73,21
add,40871,26157,8081
realiti,1808,715,661
humour,213,149,30
lesser,722,360,199
station,19616,10654,4817
sisig,664,400,132
correl,121,46,41
jone,646,431,110
countless,1448,930,327
photographi,135,89,19
demolish,399,305,41
sue,394,232,120
surpass,1081,924,68
uncook,1277,236,830
freindli,178,140,19
unmatch,351,327,9
terribl,37349,4503,27628
eatw,108,78,20
lifesav,106,72,12
outer,1382,873,263
zuvorkommend,430,377,21
pltze,226,132,50
nondairi,200,148,25
aqua,215,167,21
slum,103,48,37
rubberi,4106,925,2424
around,143753,80924,37099
kate,383,270,55
hong,2430,1594,339
told,90231,26451,51728
blob,419,108,235
knowth,174,87,44
dilemma,329,208,58
beef,119941,77052,21425
nightw,379,221,96
tsk,207,52,99
montagu,633,552,13
nee,103,61,30
customari,317,141,104
tho,4093,2219,856
unorigin,143,44,66
steph,107,88,10
diffrent,398,288,42
fantasi,543,402,76
iphon,991,544,303
leicht,420,275,58
sorrel,111,86,12
impli,838,329,345
bak,143,87,22
bypass,774,433,204
ramon,166,112,43
kreme,387,250,65
probieren,272,198,40
showmar,216,145,29
requir,6013,3109,1799
kartoffelsalat,264,168,54
cheesi,9197,6349,1230
blueberri,7036,5163,781
tray,6781,3358,2234
rang,14042,9096,2324
debut,143,103,13
flesh,504,317,94
rund,216,138,38
avant,521,298,111
forrest,144,91,24
buser,135,44,67
karen,346,261,47
okbut,183,46,86
itfor,375,247,56
crinkl,974,615,164
shrimp,95773,59919,19024
robe,110,72,21
todo,481,351,68
heur,233,142,42
parfait,2144,1642,194
rhode,111,78,19
proportion,113,64,24
sport,16880,10091,2976
toaster,539,227,210
upw,219,115,56
guitarist,203,152,24
theke,256,125,81
daze,166,69,73
stinki,893,468,246
mushroom,43443,29050,6861
hamachi,2374,1685,313
vegass,160,116,22
fisch,594,365,114
samosa,3988,2703,636
colorado,839,631,112
spoti,251,195,22
mandoo,127,95,9
sleep,2477,1251,819
waitressbartend,131,58,46
gallagh,297,174,73
crucial,243,128,64
healthi,23560,18312,2146
obsess,2770,2322,148
brandi,870,661,89
limitless,134,102,12
beaucoup,885,562,117
tourney,102,64,26
cutter,528,298,139
marisco,404,335,39
adobo,1762,1234,231
halfempti,111,37,58
champaignurbana,234,182,34
reput,2646,1193,1033
needl,211,102,84
slyman,236,184,31
sahara,1488,862,367
quebecoi,148,104,13
riddl,180,102,52
rula,169,96,36
everest,280,212,39
wexford,140,87,31
jar,4774,2861,1134
knive,789,301,310
haircut,207,140,39
mosaic,148,110,17
witch,545,304,166
xiao,696,425,106
dosa,2654,1782,462
tiramisu,5981,4388,679
gemtlichen,167,105,31
truth,2639,1238,924
overord,148,125,11
slower,2024,1078,467
curtain,1051,617,235
luca,265,205,24
hainanes,200,112,29
testament,536,439,47
pkwi,224,141,52
ratatouil,411,321,46
awfulth,105,6,85
sagt,240,87,110
servicew,684,380,223
jw,195,113,42
ragoon,330,198,81
daughter,17413,10179,5181
choux,141,97,16
bitth,138,86,13
stadium,766,464,154
shane,286,186,69
basic,35977,16156,11745
lyonnais,231,189,24
got,308568,163899,89862
oneofakind,165,146,7
benjamin,213,154,31
reminisc,2466,1561,439
dinnerwar,106,61,26
matthew,844,625,112
posh,949,629,131
stanc,129,53,53
awkward,6478,2360,2320
ornament,122,84,22
whoever,2552,1133,1088
field,1992,1282,403
jackpot,509,381,66
worcestershir,125,60,38
sami,174,137,16
thorough,752,527,102
pike,212,140,34
camper,744,567,85
lusciou,671,583,30
menuw,369,243,71
belief,682,335,262
mahi,4848,3374,704
hasbrown,104,50,29
on,38403,21508,10331
hereso,179,94,47
tipth,145,65,38
gehabt,121,61,36
zum,4499,2712,933
apathet,411,62,280
eastsid,300,224,30
youthi,150,107,27
isnt,2878,1367,914
barri,233,179,21
sag,189,103,55
resolut,335,139,159
familiar,5891,3913,966
wish,54079,35892,9491
crawfish,3936,2647,620
potluck,124,80,19
stuffth,207,143,24
cookiecutt,119,77,22
latest,1804,1068,422
mcfadden,158,28,116
kiosk,792,379,249
dizzi,255,145,65
quickest,248,153,50
becki,193,149,31
stilvol,119,102,5
onto,7921,4091,2372
struggl,3191,1515,1012
diesen,422,198,149
suburb,862,582,139
damon,141,85,48
ppig,107,70,10
bae,112,88,14
della,183,133,22
convent,2290,1365,502
championship,300,179,74
visual,2063,1182,448
haveth,127,78,23
chief,499,291,143
seeth,119,53,43
morel,399,273,73
nc,1626,1196,217
dissappoint,505,229,201
uplift,133,95,15
trend,1788,958,425
helen,154,112,12
upstat,135,109,12
forest,964,651,125
suzi,138,109,16
stormi,334,238,44
sec,529,219,202
begeistert,286,232,25
everytim,4689,3462,768
jour,824,616,76
scent,1023,646,170
kiwi,678,489,83
koi,673,412,145
sa,778,489,141
denen,212,110,69
thump,222,95,88
frau,410,252,98
giant,10341,6780,1832
sprinkl,4810,2865,1103
yoga,663,468,80
pouch,217,128,56
exclud,687,358,179
kabab,923,645,141
blindli,122,65,32
capit,1799,1186,362
sonst,599,350,134
deviat,353,216,60
buzz,3899,2402,771
plaid,214,112,48
nicois,307,199,52
setback,132,79,21
hochwertig,105,79,12
maniac,112,64,26
duchess,105,76,14
stehen,355,182,99
sc,355,247,57
likey,169,111,21
unload,140,60,65
heaventh,128,118,2
critic,4401,2823,892
experiencea,112,65,27
definitiv,300,164,85
bertha,170,138,21
yumyum,104,88,6
dylan,197,155,28
empfang,155,102,30
squar,8902,5505,1670
horni,125,62,36
hallmark,180,110,42
fluffi,9102,7201,639
zumindest,267,109,80
yolo,211,159,23
hah,227,144,48
flouri,172,67,58
refriger,1768,666,780
oliv,21707,13901,4119
countrysid,106,90,5
gordan,144,69,35
aloof,505,150,224
given,36690,15581,13193
vegtabl,109,65,19
bumbl,122,71,34
aviat,113,88,8
homestyl,888,684,76
butterfield,219,141,52
gmo,358,266,62
grossth,106,14,75
whim,2391,1839,270
telephon,297,126,134
recur,151,68,53
access,4636,2996,758
panfri,665,446,85
usth,615,319,176
shiu,116,66,24
begleitung,169,76,60
kindergarten,117,63,42
torn,1913,828,434
tom,6615,4614,1020
c,3838,2054,973
goreng,251,170,28
sal,779,560,133
unwind,695,551,49
butler,265,181,45
min,39058,11996,21033
outofthisworld,186,143,10
bire,762,544,47
lawri,586,440,83
franchise,157,34,109
dj,6037,3686,1220
rebel,373,263,52
havent,1549,1113,252
brasseri,842,583,129
muchw,109,55,33
tit,193,103,65
woe,118,63,35
then,12934,5569,5178
pingpong,106,75,11
thirti,1324,540,585
trail,852,565,127
gargantuan,306,224,36
tika,180,139,21
souvent,392,297,34
gotham,195,150,26
blandi,135,29,72
unreason,1023,408,421
heartili,267,225,17
fairfax,113,89,5
priciest,110,70,24
mortgag,127,76,31
deluca,281,187,48
direkt,720,472,111
yucatan,183,137,22
notion,407,247,90
coldi,144,42,82
rudi,740,506,151
selten,275,178,54
truck,7150,4761,1423
invit,11485,8318,1593
nicei,514,324,69
macro,171,115,22
saketini,112,85,11
ferraro,196,141,35
breweri,4526,3164,605
traumat,119,26,70
cartoon,387,249,58
whore,292,189,59
porki,574,433,56
pero,255,152,66
shimp,120,69,27
te,876,586,146
persist,342,134,129
frig,183,88,76
beetroot,170,135,7
carey,105,68,22
packedth,115,76,11
egregi,162,36,95
gobbler,125,91,19
groom,286,179,78
basqu,162,124,17
gewrzt,326,201,61
dust,2771,1449,874
rumbi,165,140,11
sampl,20634,15951,1906
torontoi,119,81,17
gin,2368,1728,268
devoid,646,148,372
wollenski,128,89,21
upkeep,128,44,59
ought,565,269,183
freestyl,237,158,23
join,4159,2524,1008
meat,155529,92639,34840
discrimin,639,153,432
ave,3512,2264,678
wretch,149,31,102
usual,94469,62258,15495
followup,276,123,102
reunion,491,323,83
hoch,386,199,100
abit,153,90,24
stumbl,6716,5428,512
choru,110,76,14
broom,161,40,99
apologet,3319,1006,1724
nonsens,875,486,273
whisk,538,336,122
unrel,149,72,49
shimogamo,103,72,23
hotcak,397,289,43
everi,124094,91485,19701
jt,205,145,34
someon,48348,18976,20401
masago,328,240,27
throw,10968,4601,4710
ouzo,159,123,11
miniatur,685,382,169
trick,3047,1701,624
streeti,125,69,32
disappointth,123,106,9
steep,4093,2254,644
gnaw,302,183,65
attende,215,116,58
careless,575,70,422
shiitak,602,431,47
wthe,278,166,55
sooooooo,724,571,108
dong,301,191,54
matzoh,186,118,43
tuscani,365,265,47
geschmacklich,729,371,172
repeatedli,1503,436,832
spicer,108,77,8
bed,8102,4706,2065
seri,951,593,208
conscienti,198,144,28
world,25561,18928,3627
encourag,3292,2146,698
coffeetea,233,155,21
variat,2286,1574,291
tableau,156,114,14
rant,1206,445,533
tim,1457,856,373
restaurantthey,119,69,25
superior,3293,2110,706
plater,207,146,35
carlton,189,126,30
nigh,109,62,26
grisli,176,48,100
tonit,233,115,85
lentil,3877,2864,436
creami,23403,18299,1668
gr,656,442,108
nw,472,372,47
zero,7295,1362,5228
fountain,9510,6485,1465
kielbasa,611,453,59
feder,387,248,78
tumbler,116,65,39
cole,4619,2861,913
pursuit,129,79,24
lunchdinn,1026,743,80
circa,278,151,72
fnb,215,186,15
unchang,118,66,29
tgif,303,98,139
pilgrim,154,124,11
unicorn,227,179,18
buena,183,146,22
charm,9329,6910,1080
portionsi,146,86,28
hardwork,371,283,50
firmli,332,171,99
menuthi,120,77,22
speisekart,858,558,142
mountain,4896,3427,714
subtli,301,222,30
puls,125,71,25
cook,145637,85566,37568
congeni,145,111,19
choi,266,181,35
novel,779,498,130
obtrus,224,185,16
foodwhen,120,46,58
berea,103,72,14
river,2288,1480,426
toil,379,192,70
stripburg,135,95,18
froze,168,64,70
boost,701,447,100
adobada,908,767,76
montroy,136,101,14
courteou,7404,5702,785
kelsey,393,183,139
sincer,2049,1203,643
paddi,185,101,43
oklahoma,152,104,22
visitw,132,78,30
environment,325,220,57
maduro,139,98,12
yeti,168,112,27
pannini,148,102,26
holt,165,75,41
mood,14132,9247,2242
xoxo,108,100,1
john,6423,3948,1708
vision,736,442,185
rocket,1265,605,433
beilag,154,76,43
aioli,5379,3890,540
switch,5641,2818,1848
ame,485,348,72
among,6784,4801,928
atlanta,630,445,107
au,12332,7941,2142
genommen,182,93,45
wvrst,180,145,6
risotto,9092,6056,1489
sizzler,377,144,167
santan,211,140,38
footbal,5856,3665,1228
ganoush,652,506,59
shelli,162,133,13
wen,158,77,55
thoma,1316,908,226
bspot,174,107,46
entschuldigung,129,9,95
preprepar,175,66,75
burgr,1151,700,206
nehmen,294,183,60
unaccommod,121,15,82
tamarindo,130,100,11
placew,610,400,130
albert,243,170,51
ethic,551,253,229
tap,16413,11010,2658
degener,107,56,38
halfoff,239,153,33
greeter,781,318,311
comeback,466,276,111
hauptspeis,212,123,54
